Pose,Real_Class,Docking_score
CHEMBL4576159_size_20_003,Inactive,-6.8
CHEMBL4577891_size_20_001,Inactive,-3.5
CHEMBL4577891_size_20_002,Inactive,-3.4
CHEMBL4577891_size_20_003,Inactive,200
CHEMBL4577891_size_20_004,Inactive,-2.3
CHEMBL4577891_size_20_005,Inactive,-7
CHEMBL457879_size_20_001,Inactive,-8.5
CHEMBL4579518_size_20_001,Inactive,-7.3
CHEMBL4579518_size_20_002,Inactive,-6.6
CHEMBL457977_size_20_001,Inactive,-5.8
CHEMBL457977_size_20_002,Inactive,-5.7
CHEMBL4579901_size_20_001,Inactive,-5.6
CHEMBL4579901_size_20_002,Inactive,-3.2
CHEMBL4579901_size_20_003,Inactive,-6.3
CHEMBL458221_size_20_001,Inactive,-10.9
CHEMBL458221_size_20_002,Inactive,-9.9
CHEMBL458603_size_20_001,Inactive,-6.2
CHEMBL458603_size_20_002,Inactive,-4.2
CHEMBL458648_size_20_001,Inactive,-8.2
CHEMBL458648_size_20_002,Inactive,-8.1
CHEMBL458648_size_20_003,Inactive,-6.7
CHEMBL458648_size_20_004,Inactive,-6.1
CHEMBL458648_size_20_005,Inactive,-5.7
CHEMBL4587533_size_20_001,Inactive,-7.3
CHEMBL458866_size_20_001,Inactive,-7.1
CHEMBL458866_size_20_002,Inactive,-4.7
CHEMBL458867_size_20_001,Inactive,-10.1
CHEMBL458867_size_20_002,Inactive,-9.5
CHEMBL458899_size_20_001,Inactive,-7
CHEMBL458899_size_20_002,Inactive,-6.8
CHEMBL458899_size_20_003,Inactive,-6.5
CHEMBL458899_size_20_004,Inactive,-6.5
CHEMBL4591158_size_20_001,Inactive,-10.2
CHEMBL4591158_size_20_002,Inactive,-9.7
CHEMBL4591158_size_20_003,Inactive,-7.8
CHEMBL4591158_size_20_004,Inactive,-7.5
CHEMBL4591158_size_20_005,Inactive,-7.4
CHEMBL4592451_size_20_001,Inactive,-8.8
CHEMBL4592451_size_20_002,Inactive,-7.2
CHEMBL4592451_size_20_003,Inactive,-6.6
CHEMBL4592654_size_20_001,Inactive,-8.6
CHEMBL459466_size_20_001,Inactive,-5.8
CHEMBL459466_size_20_002,Inactive,-3.7
CHEMBL459521_size_20_001,Inactive,-7.6
CHEMBL459521_size_20_002,Inactive,-7.1
CHEMBL459721_size_20_001,Inactive,-8.5
CHEMBL459721_size_20_002,Inactive,-8.2
CHEMBL459972_size_20_001,Inactive,-8.8
CHEMBL459972_size_20_002,Inactive,-7.6
CHEMBL459972_size_20_003,Inactive,-7.2
CHEMBL459972_size_20_004,Inactive,-5.9
CHEMBL460026_size_20_001,Inactive,-7.1
CHEMBL460026_size_20_002,Inactive,-6.5
CHEMBL460026_size_20_003,Inactive,-6
CHEMBL460073_size_20_001,Inactive,-2.1
CHEMBL460073_size_20_002,Inactive,-1.4
CHEMBL460073_size_20_003,Inactive,0.5
CHEMBL460198_size_20_001,Inactive,-8.6
CHEMBL460198_size_20_002,Inactive,-7.9
CHEMBL460198_size_20_003,Inactive,-6.4
CHEMBL460648_size_20_001,Inactive,-9.4
CHEMBL460648_size_20_002,Inactive,-9.1
CHEMBL460648_size_20_003,Inactive,-7.8
CHEMBL460648_size_20_004,Inactive,-6.8
CHEMBL461378_size_20_001,Inactive,-7.8
CHEMBL461378_size_20_002,Inactive,-7.6
CHEMBL461378_size_20_003,Inactive,-6.4
CHEMBL461378_size_20_004,Inactive,-6.3
CHEMBL461379_size_20_001,Inactive,-9.3
CHEMBL461379_size_20_002,Inactive,-8.7
CHEMBL461379_size_20_003,Inactive,-8
CHEMBL461379_size_20_004,Inactive,-7.6
CHEMBL461409_size_20_001,Inactive,-8.2
CHEMBL461409_size_20_002,Inactive,-7.2
CHEMBL461409_size_20_003,Inactive,-6.2
CHEMBL461883_size_20_001,Inactive,-8
CHEMBL461883_size_20_002,Inactive,-7.3
CHEMBL461944_size_20_001,Inactive,-8.3
CHEMBL461944_size_20_002,Inactive,-7.2
CHEMBL461944_size_20_003,Inactive,-6.3
CHEMBL462378_size_20_001,Inactive,-6
CHEMBL462378_size_20_002,Inactive,-5.9
CHEMBL462378_size_20_003,Inactive,-3.3
CHEMBL462378_size_20_004,Inactive,-3.2
CHEMBL462378_size_20_005,Inactive,-3.1
CHEMBL4632967_size_20_001,Inactive,-10.3
CHEMBL4633499_size_20_001,Inactive,-8.2
CHEMBL4633499_size_20_002,Inactive,-6.5
CHEMBL4634884_size_20_001,Inactive,-9.1
CHEMBL4634884_size_20_002,Inactive,-8.5
CHEMBL4634884_size_20_003,Inactive,-6.4
CHEMBL4635054_size_20_001,Inactive,-10.3
CHEMBL4635727_size_20_001,Inactive,-10.3
CHEMBL4635727_size_20_002,Inactive,-9.3
CHEMBL463574_size_20_001,Inactive,-8.5
CHEMBL463574_size_20_002,Inactive,-8.1
CHEMBL463574_size_20_003,Inactive,-7.9
CHEMBL463574_size_20_004,Inactive,-7.4
CHEMBL463574_size_20_005,Inactive,-6.8
CHEMBL4636520_size_20_001,Inactive,-10.8
CHEMBL4636990_size_20_001,Inactive,-9.3
CHEMBL4636990_size_20_002,Inactive,-7.3
CHEMBL4637834_size_20_001,Inactive,-4.4
CHEMBL4637834_size_20_002,Inactive,-3.8
CHEMBL4637834_size_20_003,Inactive,-2.9
CHEMBL4637834_size_20_004,Inactive,-2.5
CHEMBL4638499_size_20_001,Inactive,0.6
CHEMBL4638567_size_20_001,Inactive,-5
CHEMBL4638567_size_20_002,Inactive,-4.7
CHEMBL4638567_size_20_003,Inactive,-4.1
CHEMBL4638567_size_20_004,Inactive,-4
CHEMBL4638645_size_20_001,Inactive,-8.5
CHEMBL4638645_size_20_002,Inactive,-7.7
CHEMBL4638645_size_20_003,Inactive,-7
CHEMBL4638645_size_20_004,Inactive,-6.5
CHEMBL4639127_size_20_001,Inactive,-9.3
CHEMBL4639127_size_20_002,Inactive,-7.7
CHEMBL4639259_size_20_001,Inactive,-5.6
CHEMBL46403_size_20_001,Inactive,-6.4
CHEMBL46403_size_20_002,Inactive,-6.1
CHEMBL46403_size_20_003,Inactive,-5.8
CHEMBL46403_size_20_004,Inactive,-5.8
CHEMBL46403_size_20_005,Inactive,-5.5
CHEMBL46403_size_20_006,Inactive,-5.1
CHEMBL46403_size_20_007,Inactive,-4.5
CHEMBL4641643_size_20_001,Inactive,-9.6
CHEMBL4641671_size_20_001,Inactive,0.7
CHEMBL4642679_size_20_001,Inactive,-9.4
CHEMBL4643748_size_20_001,Inactive,-9.2
CHEMBL4643748_size_20_002,Inactive,-8.3
CHEMBL4644539_size_20_001,Inactive,-10.7
CHEMBL4644539_size_20_002,Inactive,-9
CHEMBL4647502_size_20_001,Inactive,-4.9
CHEMBL4647502_size_20_002,Inactive,-4.5
CHEMBL4647502_size_20_003,Inactive,-4.2
CHEMBL4647531_size_20_001,Inactive,-11.1
CHEMBL4648827_size_20_001,Inactive,1.5
CHEMBL4648827_size_20_002,Inactive,4.4
CHEMBL4648903_size_20_001,Inactive,-8.2
CHEMBL4648903_size_20_002,Inactive,-7.6
CHEMBL4649566_size_20_001,Inactive,-7.6
CHEMBL465183_size_20_001,Inactive,-6.8
CHEMBL465183_size_20_002,Inactive,-6.7
CHEMBL465183_size_20_003,Inactive,-6.5
CHEMBL465183_size_20_004,Inactive,-6.1
CHEMBL465183_size_20_005,Inactive,-5.9
CHEMBL465183_size_20_006,Inactive,-5.2
CHEMBL465800_size_20_001,Inactive,-8
CHEMBL465800_size_20_002,Inactive,-8
CHEMBL467510_size_20_001,Inactive,-5.2
CHEMBL467510_size_20_002,Inactive,-4.7
CHEMBL467510_size_20_003,Inactive,-3.1
CHEMBL469534_size_20_001,Inactive,-8.1
CHEMBL469534_size_20_002,Inactive,-8.1
CHEMBL469534_size_20_003,Inactive,-7.7
CHEMBL469534_size_20_004,Inactive,-6.5
CHEMBL469744_size_20_001,Inactive,-8.1
CHEMBL469744_size_20_002,Inactive,-7.3
CHEMBL469744_size_20_003,Inactive,-7
CHEMBL469745_size_20_001,Inactive,-8.3
CHEMBL469745_size_20_002,Inactive,-7.6
CHEMBL469745_size_20_003,Inactive,-6.2
CHEMBL470382_size_20_001,Inactive,-7.7
CHEMBL470382_size_20_002,Inactive,-7.6
CHEMBL470382_size_20_003,Inactive,-7.2
CHEMBL470382_size_20_004,Inactive,-7.1
CHEMBL470382_size_20_005,Inactive,-6.6
CHEMBL470382_size_20_006,Inactive,-6.4
CHEMBL470383_size_20_001,Inactive,-8.4
CHEMBL470383_size_20_002,Inactive,-7.3
CHEMBL470383_size_20_003,Inactive,-7.3
CHEMBL470383_size_20_004,Inactive,-6.1
CHEMBL470383_size_20_005,Inactive,-5.5
CHEMBL470559_size_20_001,Inactive,-7.5
CHEMBL470559_size_20_002,Inactive,-5.3
CHEMBL470559_size_20_003,Inactive,-4.9
CHEMBL470560_size_20_001,Inactive,-8.7
CHEMBL470560_size_20_002,Inactive,-8.5
CHEMBL470560_size_20_003,Inactive,-6.8
CHEMBL470561_size_20_001,Inactive,-9.3
CHEMBL470561_size_20_002,Inactive,-8.6
CHEMBL470586_size_20_001,Inactive,-8.3
CHEMBL470586_size_20_002,Inactive,-7.6
CHEMBL470586_size_20_003,Inactive,-6.4
CHEMBL470586_size_20_004,Inactive,-6.2
CHEMBL470586_size_20_005,Inactive,-5.6
CHEMBL471011_size_20_001,Inactive,-8.1
CHEMBL471011_size_20_002,Inactive,-7.8
CHEMBL471011_size_20_003,Inactive,-7.6
CHEMBL471011_size_20_004,Inactive,-7.2
CHEMBL471191_size_20_001,Inactive,-7
CHEMBL471191_size_20_002,Inactive,-7
CHEMBL471191_size_20_003,Inactive,-5.7
CHEMBL471191_size_20_004,Inactive,-5
CHEMBL471643_size_20_001,Inactive,-7.7
CHEMBL471643_size_20_002,Inactive,-7.6
CHEMBL471643_size_20_003,Inactive,-6.9
CHEMBL471643_size_20_004,Inactive,-6.8
CHEMBL471643_size_20_005,Inactive,-6.5
CHEMBL471643_size_20_006,Inactive,-6.4
CHEMBL471643_size_20_007,Inactive,-6
CHEMBL471643_size_20_008,Inactive,-5.4
CHEMBL471643_size_20_009,Inactive,-5.4
CHEMBL471814_size_20_001,Inactive,-8.2
CHEMBL471815_size_20_001,Inactive,-7.9
CHEMBL471815_size_20_002,Inactive,-7.6
CHEMBL471815_size_20_003,Inactive,-5.7
CHEMBL471815_size_20_004,Inactive,-5.4
CHEMBL471850_size_20_001,Inactive,-8.8
CHEMBL471850_size_20_002,Inactive,-8.5
CHEMBL471850_size_20_003,Inactive,-6.5
CHEMBL471850_size_20_004,Inactive,-6.1
CHEMBL471851_size_20_001,Inactive,-8
CHEMBL471851_size_20_002,Inactive,-7.7
CHEMBL471851_size_20_003,Inactive,-7.2
CHEMBL471851_size_20_004,Inactive,-6.9
CHEMBL471851_size_20_005,Inactive,-5.3
CHEMBL472050_size_20_001,Inactive,-8.8
CHEMBL472245_size_20_001,Inactive,-8.9
CHEMBL472245_size_20_002,Inactive,-8.7
CHEMBL472245_size_20_003,Inactive,-8.3
CHEMBL472245_size_20_004,Inactive,-7.6
CHEMBL472246_size_20_001,Inactive,-9.1
CHEMBL473096_size_20_001,Inactive,-10.9
CHEMBL473096_size_20_002,Inactive,-9.9
CHEMBL473299_size_20_001,Inactive,-10.3
CHEMBL473717_size_20_001,Inactive,-0.7
CHEMBL473953_size_20_001,Inactive,-8.8
CHEMBL473953_size_20_002,Inactive,-8.7
CHEMBL473953_size_20_003,Inactive,-7.9
CHEMBL473953_size_20_004,Inactive,-7.3
CHEMBL473953_size_20_005,Inactive,-6.4
CHEMBL473961_size_20_001,Inactive,-9.4
CHEMBL473961_size_20_002,Inactive,-9.4
CHEMBL473961_size_20_003,Inactive,-8.7
CHEMBL474158_size_20_001,Inactive,-8.5
CHEMBL474158_size_20_002,Inactive,-8
CHEMBL474158_size_20_003,Inactive,-7.8
CHEMBL474158_size_20_004,Inactive,-7.3
CHEMBL474158_size_20_005,Inactive,-7.3
CHEMBL474158_size_20_006,Inactive,-6.9
CHEMBL474158_size_20_007,Inactive,-5.7
CHEMBL474158_size_20_008,Inactive,-5.6
CHEMBL474548_size_20_001,Inactive,-11.3
CHEMBL474548_size_20_002,Inactive,-11.2
CHEMBL474548_size_20_003,Inactive,-11.1
CHEMBL474548_size_20_004,Inactive,-10.3
CHEMBL474550_size_20_001,Inactive,-10.4
CHEMBL474550_size_20_002,Inactive,-10.2
CHEMBL474550_size_20_003,Inactive,-9.9
CHEMBL474550_size_20_004,Inactive,-9.6
CHEMBL474551_size_20_001,Inactive,-8.7
CHEMBL474551_size_20_002,Inactive,-6.7
CHEMBL474947_size_20_001,Inactive,-10.4
CHEMBL474947_size_20_002,Inactive,-9.3
CHEMBL474947_size_20_003,Inactive,-8.2
CHEMBL475915_size_20_001,Inactive,-9
CHEMBL475915_size_20_002,Inactive,-7.1
CHEMBL475915_size_20_003,Inactive,-6.6
CHEMBL475916_size_20_001,Inactive,-8.6
CHEMBL475916_size_20_002,Inactive,-8.4
CHEMBL475988_size_20_001,Inactive,-10
CHEMBL475988_size_20_002,Inactive,-9.2
CHEMBL475988_size_20_003,Inactive,-7.6
CHEMBL475989_size_20_001,Inactive,-10.6
CHEMBL475989_size_20_002,Inactive,-10.2
CHEMBL475989_size_20_003,Inactive,-8.4
CHEMBL475989_size_20_004,Inactive,-8
CHEMBL476302_size_20_001,Inactive,-6.3
CHEMBL476302_size_20_002,Inactive,-6.2
CHEMBL476302_size_20_003,Inactive,-5.9
CHEMBL476302_size_20_004,Inactive,-5.1
CHEMBL476302_size_20_005,Inactive,-5
CHEMBL476302_size_20_006,Inactive,-4.5
CHEMBL476896_size_20_001,Inactive,-10
CHEMBL476897_size_20_001,Inactive,-11
CHEMBL476897_size_20_002,Inactive,-10.6
CHEMBL476897_size_20_003,Inactive,-8.1
CHEMBL477094_size_20_001,Inactive,-10
CHEMBL477094_size_20_002,Inactive,-8.3
CHEMBL477094_size_20_003,Inactive,-7.3
CHEMBL477094_size_20_004,Inactive,-7.2
CHEMBL477298_size_20_001,Inactive,-11
CHEMBL477318_size_20_001,Inactive,-10.5
CHEMBL477318_size_20_002,Inactive,-9.3
CHEMBL477318_size_20_003,Inactive,-8.6
CHEMBL477323_size_20_001,Inactive,-9.8
CHEMBL477323_size_20_002,Inactive,-8.9
CHEMBL477323_size_20_003,Inactive,-8.7
CHEMBL477323_size_20_004,Inactive,-8.2
CHEMBL477690_size_20_001,Inactive,-9.9
CHEMBL477690_size_20_002,Inactive,-9.8
CHEMBL477690_size_20_003,Inactive,-9.2
CHEMBL477690_size_20_004,Inactive,-8.9
CHEMBL477801_size_20_001,Inactive,-7.8
CHEMBL477801_size_20_002,Inactive,-6.9
CHEMBL477801_size_20_003,Inactive,-6.2
CHEMBL477940_size_20_001,Inactive,-8.2
CHEMBL477940_size_20_002,Inactive,-7.5
CHEMBL477940_size_20_003,Inactive,-5.9
CHEMBL477941_size_20_001,Inactive,-8.1
CHEMBL477941_size_20_002,Inactive,-6.6
CHEMBL478334_size_20_001,Inactive,-9.8
CHEMBL478334_size_20_002,Inactive,-9
CHEMBL478335_size_20_001,Inactive,-8.5
CHEMBL478335_size_20_002,Inactive,-8.3
CHEMBL478335_size_20_003,Inactive,-8
CHEMBL478563_size_20_001,Inactive,-8.5
CHEMBL478563_size_20_002,Inactive,-6.1
CHEMBL478563_size_20_003,Inactive,-5.8
CHEMBL478563_size_20_004,Inactive,-5.8
CHEMBL478675_size_20_001,Inactive,-9
CHEMBL478675_size_20_002,Inactive,-7.7
CHEMBL478675_size_20_003,Inactive,-7.2
CHEMBL478675_size_20_004,Inactive,-6
CHEMBL478726_size_20_001,Inactive,-8
CHEMBL478726_size_20_002,Inactive,-8
CHEMBL478726_size_20_003,Inactive,-7.9
CHEMBL478897_size_20_001,Inactive,-10.1
CHEMBL478897_size_20_002,Inactive,-9
CHEMBL478897_size_20_003,Inactive,-7.8
CHEMBL479001_size_20_001,Inactive,-7.1
CHEMBL479001_size_20_002,Inactive,-7.1
CHEMBL479001_size_20_003,Inactive,-7.1
CHEMBL479001_size_20_004,Inactive,-6.6
CHEMBL479002_size_20_001,Inactive,-10.5
CHEMBL479002_size_20_002,Inactive,-9
CHEMBL480298_size_20_001,Inactive,-9.7
CHEMBL480298_size_20_002,Inactive,-6.9
CHEMBL480298_size_20_003,Inactive,-6.7
CHEMBL481060_size_20_001,Inactive,-9.1
CHEMBL481060_size_20_002,Inactive,-8.7
CHEMBL481060_size_20_003,Inactive,-7.6
CHEMBL482333_size_20_001,Inactive,-8.8
CHEMBL482333_size_20_002,Inactive,-7.5
CHEMBL482659_size_20_001,Inactive,-7.7
CHEMBL482823_size_20_001,Inactive,-9.1
CHEMBL482823_size_20_002,Inactive,-7.9
CHEMBL482824_size_20_001,Inactive,-9
CHEMBL482824_size_20_002,Inactive,-8.9
CHEMBL482824_size_20_003,Inactive,-8.3
CHEMBL482824_size_20_004,Inactive,-7.7
CHEMBL482824_size_20_005,Inactive,-6.9
CHEMBL482827_size_20_001,Inactive,-8.3
CHEMBL482827_size_20_002,Inactive,-7.9
CHEMBL482827_size_20_003,Inactive,-7
CHEMBL482827_size_20_004,Inactive,-5.7
CHEMBL482857_size_20_001,Inactive,-8.7
CHEMBL483032_size_20_001,Inactive,-8.6
CHEMBL483032_size_20_002,Inactive,-7.4
CHEMBL483032_size_20_003,Inactive,-6.6
CHEMBL483035_size_20_001,Inactive,-8
CHEMBL483035_size_20_002,Inactive,-6.6
CHEMBL483035_size_20_003,Inactive,-5.5
CHEMBL484063_size_20_001,Inactive,-8.4
CHEMBL484263_size_20_001,Inactive,-8.2
CHEMBL484263_size_20_002,Inactive,-7.8
CHEMBL484263_size_20_003,Inactive,-7.3
CHEMBL484263_size_20_004,Inactive,-6.3
CHEMBL484263_size_20_005,Inactive,-6.1
CHEMBL484264_size_20_001,Inactive,-8.8
CHEMBL484264_size_20_002,Inactive,-8.1
CHEMBL484264_size_20_003,Inactive,-7.9
CHEMBL484264_size_20_004,Inactive,-6.8
CHEMBL484266_size_20_001,Inactive,-8.1
CHEMBL484266_size_20_002,Inactive,-6
CHEMBL484462_size_20_001,Inactive,-8.7
CHEMBL484462_size_20_002,Inactive,-8.6
CHEMBL484462_size_20_003,Inactive,-8.3
CHEMBL484462_size_20_004,Inactive,-7.8
CHEMBL484462_size_20_005,Inactive,-7.1
CHEMBL484462_size_20_006,Inactive,-7.1
CHEMBL484462_size_20_007,Inactive,-6.8
CHEMBL484465_size_20_001,Inactive,-10
CHEMBL484465_size_20_002,Inactive,-8.8
CHEMBL484465_size_20_003,Inactive,-7.8
CHEMBL484465_size_20_004,Inactive,-7.1
CHEMBL484466_size_20_001,Inactive,-8.5
CHEMBL484466_size_20_002,Inactive,-6.2
CHEMBL484467_size_20_001,Inactive,-9.5
CHEMBL484467_size_20_002,Inactive,-8.6
CHEMBL484467_size_20_003,Inactive,-8.6
CHEMBL485087_size_20_001,Inactive,-9.7
CHEMBL485087_size_20_002,Inactive,-9.6
CHEMBL485087_size_20_003,Inactive,-9.5
CHEMBL485087_size_20_004,Inactive,-8.9
CHEMBL485087_size_20_005,Inactive,-7.2
CHEMBL485088_size_20_001,Inactive,-10.4
CHEMBL485088_size_20_002,Inactive,-9.2
CHEMBL485088_size_20_003,Inactive,-9.1
CHEMBL485291_size_20_001,Inactive,-8.1
CHEMBL485291_size_20_002,Inactive,-7
CHEMBL485291_size_20_003,Inactive,-7
CHEMBL485291_size_20_004,Inactive,-6.2
CHEMBL485291_size_20_005,Inactive,-5.4
CHEMBL485762_size_20_001,Inactive,-7.7
CHEMBL485762_size_20_002,Inactive,-7.5
CHEMBL485762_size_20_003,Inactive,-6
CHEMBL485762_size_20_004,Inactive,-5.6
CHEMBL485762_size_20_005,Inactive,-5.5
CHEMBL485942_size_20_001,Inactive,-8.1
CHEMBL485942_size_20_002,Inactive,-7.6
CHEMBL485942_size_20_003,Inactive,-7.6
CHEMBL485942_size_20_004,Inactive,-7.3
CHEMBL486176_size_20_001,Inactive,-9.6
CHEMBL486176_size_20_002,Inactive,-8.9
CHEMBL486205_size_20_001,Inactive,-7.4
CHEMBL486205_size_20_002,Inactive,-6.7
CHEMBL486205_size_20_003,Inactive,-6.5
CHEMBL486205_size_20_004,Inactive,-6.1
CHEMBL486205_size_20_005,Inactive,-6.1
CHEMBL486205_size_20_006,Inactive,-5.9
CHEMBL486205_size_20_007,Inactive,-5.4
CHEMBL486205_size_20_008,Inactive,-5.1
CHEMBL486357_size_20_001,Inactive,-7.7
CHEMBL486357_size_20_002,Inactive,-6.4
CHEMBL486357_size_20_003,Inactive,-5.7
CHEMBL486362_size_20_001,Inactive,-8
CHEMBL486362_size_20_002,Inactive,-8
CHEMBL486362_size_20_003,Inactive,-7.8
CHEMBL486362_size_20_004,Inactive,-6
CHEMBL486363_size_20_001,Inactive,-8.4
CHEMBL486363_size_20_002,Inactive,-7.9
CHEMBL486363_size_20_003,Inactive,-7
CHEMBL486363_size_20_004,Inactive,-6.8
CHEMBL486363_size_20_005,Inactive,-6
CHEMBL486364_size_20_001,Inactive,-7.5
CHEMBL486364_size_20_002,Inactive,-7.1
CHEMBL486364_size_20_003,Inactive,-7.1
CHEMBL486364_size_20_004,Inactive,-5.8
CHEMBL486365_size_20_001,Inactive,-7.6
CHEMBL486365_size_20_002,Inactive,-7.3
CHEMBL486365_size_20_003,Inactive,-6.8
CHEMBL486365_size_20_004,Inactive,-5.9
CHEMBL486365_size_20_005,Inactive,-4.8
CHEMBL486365_size_20_006,Inactive,-4.7
CHEMBL486765_size_20_001,Inactive,-7.7
CHEMBL486765_size_20_002,Inactive,-6.8
CHEMBL486765_size_20_003,Inactive,-6.1
CHEMBL486765_size_20_004,Inactive,-5.9
CHEMBL486766_size_20_001,Inactive,-9.2
CHEMBL486766_size_20_002,Inactive,-8.3
CHEMBL486892_size_20_001,Inactive,-7.5
CHEMBL486892_size_20_002,Inactive,-5.1
CHEMBL487087_size_20_001,Inactive,-1.5
CHEMBL487561_size_20_001,Inactive,-8.1
CHEMBL487561_size_20_002,Inactive,-7.1
CHEMBL487561_size_20_003,Inactive,-6.3
CHEMBL487561_size_20_004,Inactive,-5.5
CHEMBL487611_size_20_001,Inactive,-8.3
CHEMBL487611_size_20_002,Inactive,-7.3
CHEMBL487611_size_20_003,Inactive,-6.4
CHEMBL488991_size_20_001,Inactive,-8.1
CHEMBL488991_size_20_002,Inactive,-7.6
CHEMBL488991_size_20_003,Inactive,-7.4
CHEMBL489171_size_20_001,Inactive,-7.6
CHEMBL489171_size_20_002,Inactive,-6.8
CHEMBL489172_size_20_001,Inactive,-9.2
CHEMBL489363_size_20_001,Inactive,-9.7
CHEMBL489363_size_20_002,Inactive,-9.2
CHEMBL489364_size_20_001,Inactive,-8.8
CHEMBL489364_size_20_002,Inactive,-7.5
CHEMBL489364_size_20_003,Inactive,-7.3
CHEMBL489377_size_20_001,Inactive,-8.5
CHEMBL489377_size_20_002,Inactive,-8.4
CHEMBL489377_size_20_003,Inactive,-7
CHEMBL489377_size_20_004,Inactive,-6.7
CHEMBL489506_size_20_001,Inactive,-8.9
CHEMBL489506_size_20_002,Inactive,-8.4
CHEMBL489506_size_20_003,Inactive,-7.7
CHEMBL489506_size_20_004,Inactive,-7.2
CHEMBL489506_size_20_005,Inactive,-6.6
CHEMBL489507_size_20_001,Inactive,-10.7
CHEMBL489507_size_20_002,Inactive,-8.6
CHEMBL489559_size_20_001,Inactive,-8.7
CHEMBL489559_size_20_002,Inactive,-8.5
CHEMBL489559_size_20_003,Inactive,-8.2
CHEMBL489559_size_20_004,Inactive,-7.6
CHEMBL489559_size_20_005,Inactive,-7
CHEMBL489559_size_20_006,Inactive,-6.9
CHEMBL489563_size_20_001,Inactive,-8.5
CHEMBL489563_size_20_002,Inactive,-7.9
CHEMBL489563_size_20_003,Inactive,-6.1
CHEMBL489591_size_20_001,Inactive,-9.4
CHEMBL489591_size_20_002,Inactive,-7.5
CHEMBL489765_size_20_001,Inactive,-8.1
CHEMBL489765_size_20_002,Inactive,-8
CHEMBL489766_size_20_001,Inactive,-9.1
CHEMBL489766_size_20_002,Inactive,-9
CHEMBL489766_size_20_003,Inactive,-7.9
CHEMBL489766_size_20_004,Inactive,-7.6
CHEMBL489766_size_20_005,Inactive,-7.2
CHEMBL490029_size_20_001,Inactive,-2.5
CHEMBL490029_size_20_002,Inactive,-1.6
CHEMBL490220_size_20_001,Inactive,-8.2
CHEMBL490220_size_20_002,Inactive,-8
CHEMBL490220_size_20_003,Inactive,-6.5
CHEMBL490395_size_20_001,Inactive,-8.8
CHEMBL490395_size_20_002,Inactive,-7.6
CHEMBL490395_size_20_003,Inactive,-7.6
CHEMBL490401_size_20_001,Inactive,-7.8
CHEMBL490401_size_20_002,Inactive,-6.6
CHEMBL490401_size_20_003,Inactive,-6.4
CHEMBL490402_size_20_001,Inactive,-8.6
CHEMBL490402_size_20_002,Inactive,-7.5
CHEMBL490402_size_20_003,Inactive,-7.1
CHEMBL490425_size_20_001,Inactive,-8.4
CHEMBL490425_size_20_002,Inactive,-8.4
CHEMBL490425_size_20_003,Inactive,-5.4
CHEMBL490426_size_20_001,Inactive,-8.8
CHEMBL490426_size_20_002,Inactive,-8.6
CHEMBL490426_size_20_003,Inactive,-6.9
CHEMBL490832_size_20_001,Inactive,-7.5
CHEMBL490832_size_20_002,Inactive,-6.6
CHEMBL491237_size_20_001,Inactive,-9.9
CHEMBL491237_size_20_002,Inactive,-7.8
CHEMBL491423_size_20_001,Inactive,-8.6
CHEMBL491423_size_20_002,Inactive,-7
CHEMBL491423_size_20_003,Inactive,-6.4
CHEMBL491423_size_20_004,Inactive,-6.3
CHEMBL491596_size_20_001,Inactive,-9.8
CHEMBL491596_size_20_002,Inactive,-8.7
CHEMBL491597_size_20_001,Inactive,-9.7
CHEMBL491597_size_20_002,Inactive,-8.4
CHEMBL491606_size_20_001,Inactive,-9.1
CHEMBL491606_size_20_002,Inactive,-8.4
CHEMBL491606_size_20_003,Inactive,-8
CHEMBL491606_size_20_004,Inactive,-7.1
CHEMBL491622_size_20_001,Inactive,-9
CHEMBL491622_size_20_002,Inactive,-7.7
CHEMBL491623_size_20_001,Inactive,-6.5
CHEMBL491627_size_20_001,Inactive,-7.8
CHEMBL491627_size_20_002,Inactive,-7.5
CHEMBL491627_size_20_003,Inactive,-6.7
CHEMBL491627_size_20_004,Inactive,-6.7
CHEMBL491627_size_20_005,Inactive,-6.1
CHEMBL491820_size_20_001,Inactive,-8.6
CHEMBL491820_size_20_002,Inactive,-6.6
CHEMBL491950_size_20_001,Inactive,-8.2
CHEMBL491950_size_20_002,Inactive,-7.9
CHEMBL491950_size_20_003,Inactive,-7
CHEMBL491950_size_20_004,Inactive,-6.8
CHEMBL491950_size_20_005,Inactive,-6
CHEMBL491950_size_20_006,Inactive,-5.7
CHEMBL492031_size_20_001,Inactive,-9
CHEMBL492031_size_20_002,Inactive,-8.2
CHEMBL492031_size_20_003,Inactive,-7.8
CHEMBL492031_size_20_004,Inactive,-7.6
CHEMBL492031_size_20_005,Inactive,-6.3
CHEMBL492046_size_20_001,Inactive,-8.9
CHEMBL492046_size_20_002,Inactive,-6.8
CHEMBL492047_size_20_001,Inactive,-8.9
CHEMBL492519_size_20_001,Inactive,-7.3
CHEMBL495506_size_20_001,Inactive,-8.7
CHEMBL495506_size_20_002,Inactive,-6.3
CHEMBL495817_size_20_001,Inactive,-8.9
CHEMBL495817_size_20_002,Inactive,-7.4
CHEMBL495817_size_20_003,Inactive,-6.7
CHEMBL495818_size_20_001,Inactive,-6.3
CHEMBL495818_size_20_002,Inactive,-3.5
CHEMBL495905_size_20_001,Inactive,-8.7
