Pose,Real_Class,Docking_score
CHEMBL3263247_size_20_002,Inactive,-3.7
CHEMBL3263249_size_20_001,Inactive,-11.2
CHEMBL3263250_size_20_001,Inactive,-8.6
CHEMBL3263250_size_20_002,Inactive,-6.5
CHEMBL3263251_size_20_001,Inactive,-6
CHEMBL3263251_size_20_002,Inactive,-3.5
CHEMBL3263251_size_20_003,Inactive,-3.4
CHEMBL3264936_size_20_001,Inactive,-7.7
CHEMBL3264936_size_20_002,Inactive,-6.3
CHEMBL326777_size_20_001,Inactive,-8
CHEMBL326777_size_20_002,Inactive,-7.9
CHEMBL326777_size_20_003,Inactive,-7.9
CHEMBL326777_size_20_004,Inactive,-7.8
CHEMBL326777_size_20_005,Inactive,-7.2
CHEMBL326777_size_20_006,Inactive,-6
CHEMBL326777_size_20_007,Inactive,-5.9
CHEMBL326777_size_20_008,Inactive,-5.1
CHEMBL326947_size_20_001,Inactive,-7.9
CHEMBL326947_size_20_002,Inactive,-6.8
CHEMBL326947_size_20_003,Inactive,-5.7
CHEMBL326947_size_20_004,Inactive,-5.1
CHEMBL327481_size_20_001,Inactive,-8.3
CHEMBL327481_size_20_002,Inactive,-7
CHEMBL327481_size_20_003,Inactive,-6.7
CHEMBL327481_size_20_004,Inactive,-6.4
CHEMBL327767_size_20_001,Inactive,-9
CHEMBL327767_size_20_002,Inactive,-8.5
CHEMBL327767_size_20_003,Inactive,-8.2
CHEMBL327767_size_20_004,Inactive,-6.3
CHEMBL327767_size_20_005,Inactive,-6.2
CHEMBL328099_size_20_001,Inactive,-6
CHEMBL328099_size_20_002,Inactive,-5.3
CHEMBL328099_size_20_003,Inactive,-3.7
CHEMBL328099_size_20_004,Inactive,-3.5
CHEMBL328455_size_20_001,Inactive,-0.7
CHEMBL328455_size_20_002,Inactive,0.8
CHEMBL328455_size_20_003,Inactive,1.8
CHEMBL3287569_size_20_001,Inactive,-10.4
CHEMBL3287569_size_20_002,Inactive,-9.3
CHEMBL3287569_size_20_003,Inactive,-7.5
CHEMBL330191_size_20_001,Inactive,-9.9
CHEMBL330191_size_20_002,Inactive,-9.2
CHEMBL330191_size_20_003,Inactive,-7.4
CHEMBL330191_size_20_004,Inactive,-7.2
CHEMBL330938_size_20_001,Inactive,-5.3
CHEMBL330938_size_20_002,Inactive,-3.3
CHEMBL331071_size_20_001,Inactive,-10.5
CHEMBL331071_size_20_002,Inactive,-9.9
CHEMBL331071_size_20_003,Inactive,-7.9
CHEMBL331071_size_20_004,Inactive,-7.7
CHEMBL3311308_size_20_001,Inactive,-7.7
CHEMBL3311308_size_20_002,Inactive,-7
CHEMBL3311308_size_20_003,Inactive,-5.5
CHEMBL3311308_size_20_004,Inactive,-4.9
CHEMBL3314592_size_20_001,Inactive,-9
CHEMBL3314592_size_20_002,Inactive,-8
CHEMBL3314593_size_20_001,Inactive,-7.9
CHEMBL331464_size_20_001,Inactive,-8.4
CHEMBL331464_size_20_002,Inactive,-7.4
CHEMBL331557_size_20_001,Inactive,-9.3
CHEMBL331557_size_20_002,Inactive,-8.1
CHEMBL331557_size_20_003,Inactive,-8
CHEMBL331798_size_20_001,Inactive,-7.5
CHEMBL331798_size_20_002,Inactive,-7.3
CHEMBL331798_size_20_003,Inactive,-6.8
CHEMBL331798_size_20_004,Inactive,-6.5
CHEMBL331798_size_20_005,Inactive,-5.8
CHEMBL331798_size_20_006,Inactive,-4.6
CHEMBL3318036_size_20_001,Inactive,-8.4
CHEMBL3318036_size_20_002,Inactive,-7.7
CHEMBL3318036_size_20_003,Inactive,-6.6
CHEMBL3318036_size_20_004,Inactive,-6
CHEMBL3318411_size_20_001,Inactive,-7.6
CHEMBL3318411_size_20_002,Inactive,-6.5
CHEMBL332018_size_20_001,Inactive,-10.2
CHEMBL332018_size_20_002,Inactive,-8.6
CHEMBL332018_size_20_003,Inactive,-7.8
CHEMBL333194_size_20_001,Inactive,-8.5
CHEMBL333194_size_20_002,Inactive,-5.7
CHEMBL3335622_size_20_001,Inactive,-4.5
CHEMBL3335622_size_20_002,Inactive,-3.5
CHEMBL3335623_size_20_001,Inactive,-5.4
CHEMBL3335624_size_20_001,Inactive,-5.8
CHEMBL3335624_size_20_002,Inactive,-5.2
CHEMBL3335625_size_20_001,Inactive,-10.6
CHEMBL3335625_size_20_002,Inactive,-7.6
CHEMBL3335628_size_20_001,Inactive,-6.1
CHEMBL3335628_size_20_002,Inactive,-5.4
CHEMBL3335646_size_20_001,Inactive,-8.6
CHEMBL3335646_size_20_002,Inactive,-7.9
CHEMBL3335646_size_20_003,Inactive,-7.4
CHEMBL3335646_size_20_004,Inactive,-7.4
CHEMBL3335647_size_20_001,Inactive,-2.5
CHEMBL3335650_size_20_001,Inactive,-8.5
CHEMBL3335650_size_20_002,Inactive,-7.6
CHEMBL3335650_size_20_003,Inactive,-6.7
CHEMBL3335653_size_20_001,Inactive,-3.7
CHEMBL3335653_size_20_002,Inactive,-3.6
CHEMBL3335653_size_20_003,Inactive,-1.4
CHEMBL3335654_size_20_001,Inactive,-8.8
CHEMBL3335654_size_20_002,Inactive,-8.7
CHEMBL3335654_size_20_003,Inactive,-8.3
CHEMBL3335655_size_20_001,Inactive,-7.5
CHEMBL3335655_size_20_002,Inactive,-4.8
CHEMBL3335656_size_20_001,Inactive,-1.8
CHEMBL3335656_size_20_002,Inactive,-1.6
CHEMBL3335657_size_20_001,Inactive,-2.7
CHEMBL3335657_size_20_002,Inactive,-2.6
CHEMBL3335657_size_20_003,Inactive,-2.5
CHEMBL3335662_size_20_001,Inactive,-9.3
CHEMBL3335662_size_20_002,Inactive,-8.9
CHEMBL3335662_size_20_003,Inactive,-8.2
CHEMBL3335662_size_20_004,Inactive,-7
CHEMBL3335663_size_20_001,Inactive,-0.5
CHEMBL3335664_size_20_001,Inactive,-8.8
CHEMBL3335664_size_20_002,Inactive,-8.7
CHEMBL3335664_size_20_003,Inactive,-6.5
CHEMBL3335665_size_20_001,Inactive,-7.3
CHEMBL3335665_size_20_002,Inactive,-7.3
CHEMBL3335665_size_20_003,Inactive,-6.4
CHEMBL3335672_size_20_001,Inactive,-3.2
CHEMBL3335672_size_20_002,Inactive,-1.3
CHEMBL333778_size_20_001,Inactive,-7.6
CHEMBL333778_size_20_002,Inactive,-7.6
CHEMBL333778_size_20_003,Inactive,-6.7
CHEMBL333778_size_20_004,Inactive,-5.9
CHEMBL333890_size_20_001,Inactive,-9.5
CHEMBL3343009_size_20_001,Inactive,0.5
CHEMBL3343009_size_20_002,Inactive,2.1
CHEMBL3343009_size_20_003,Inactive,2.4
CHEMBL3352822_size_20_001,Inactive,-8.9
CHEMBL3352822_size_20_002,Inactive,-7.7
CHEMBL3355861_size_20_001,Inactive,-4.7
CHEMBL3355861_size_20_002,Inactive,-2.5
CHEMBL3355862_size_20_001,Inactive,-8.2
CHEMBL3355863_size_20_001,Inactive,-9.8
CHEMBL3355863_size_20_002,Inactive,-9.2
CHEMBL3355864_size_20_001,Inactive,-9.2
CHEMBL3355865_size_20_001,Inactive,-6.2
CHEMBL3355865_size_20_002,Inactive,-4.6
CHEMBL3355866_size_20_001,Inactive,-9.8
CHEMBL3355866_size_20_002,Inactive,-9.3
CHEMBL3355868_size_20_001,Inactive,-9.4
CHEMBL3355869_size_20_001,Inactive,-7.7
CHEMBL3355870_size_20_001,Inactive,-6.3
CHEMBL3355870_size_20_002,Inactive,-5.5
CHEMBL3355871_size_20_001,Inactive,-9.2
CHEMBL3355872_size_20_001,Inactive,-9.2
CHEMBL3357979_size_20_001,Inactive,-8.6
CHEMBL3357979_size_20_002,Inactive,-6.2
CHEMBL3357979_size_20_003,Inactive,-5.7
CHEMBL3360190_size_20_001,Inactive,-15.3
CHEMBL3360190_size_20_002,Inactive,-13.2
CHEMBL33845_size_20_001,Inactive,-7
CHEMBL33845_size_20_002,Inactive,-7
CHEMBL33845_size_20_003,Inactive,-6.9
CHEMBL33845_size_20_004,Inactive,-6.2
CHEMBL33845_size_20_005,Inactive,-6.2
CHEMBL33845_size_20_006,Inactive,-6
CHEMBL33845_size_20_007,Inactive,-6
CHEMBL33845_size_20_008,Inactive,-5.3
CHEMBL33845_size_20_009,Inactive,-5.3
CHEMBL33845_size_20_010,Inactive,-5.2
CHEMBL33845_size_20_011,Inactive,-4.1
CHEMBL3393176_size_20_001,Inactive,-3.9
CHEMBL3393176_size_20_002,Inactive,-2.6
CHEMBL3393176_size_20_003,Inactive,-2.4
CHEMBL3393178_size_20_001,Inactive,-9.9
CHEMBL3393178_size_20_002,Inactive,-9.3
CHEMBL3393179_size_20_001,Inactive,-5.8
CHEMBL3393179_size_20_002,Inactive,-5
CHEMBL3393179_size_20_003,Inactive,-4.7
CHEMBL3393180_size_20_001,Inactive,-5.8
CHEMBL3393180_size_20_002,Inactive,-5.4
CHEMBL3393181_size_20_001,Inactive,-9.8
CHEMBL3393181_size_20_002,Inactive,-9.5
CHEMBL3393182_size_20_001,Inactive,-5
CHEMBL3393182_size_20_002,Inactive,-4.8
CHEMBL3393182_size_20_003,Inactive,-4.3
CHEMBL3393183_size_20_001,Inactive,-9.8
CHEMBL3393183_size_20_002,Inactive,-9.6
CHEMBL3393184_size_20_001,Inactive,-4.6
CHEMBL3393186_size_20_001,Inactive,-3.7
CHEMBL3393186_size_20_002,Inactive,-3.5
CHEMBL3393186_size_20_003,Inactive,-3.3
CHEMBL3393187_size_20_001,Inactive,-3.9
CHEMBL3393187_size_20_002,Inactive,-3.7
CHEMBL3393187_size_20_003,Inactive,-3.2
CHEMBL3397548_size_20_001,Inactive,-8.1
CHEMBL3397548_size_20_002,Inactive,-6.8
CHEMBL3397548_size_20_003,Inactive,-5.6
CHEMBL3397549_size_20_001,Inactive,-8
CHEMBL3397549_size_20_002,Inactive,-7.7
CHEMBL3397549_size_20_003,Inactive,-6.8
CHEMBL3397549_size_20_004,Inactive,-5.1
CHEMBL3397550_size_20_001,Inactive,-7.9
CHEMBL3397550_size_20_002,Inactive,-6.9
CHEMBL3397550_size_20_003,Inactive,-6.5
CHEMBL3397550_size_20_004,Inactive,-6.4
CHEMBL3397550_size_20_005,Inactive,-5.6
CHEMBL3397550_size_20_006,Inactive,-5.4
CHEMBL3397551_size_20_001,Inactive,-7.3
CHEMBL3397552_size_20_001,Inactive,-7.7
CHEMBL3397552_size_20_002,Inactive,-6.5
CHEMBL3397552_size_20_003,Inactive,-5.7
CHEMBL3397553_size_20_001,Inactive,-7.8
CHEMBL3397553_size_20_002,Inactive,-7.6
CHEMBL3397553_size_20_003,Inactive,-7.1
CHEMBL3397553_size_20_004,Inactive,-6.2
CHEMBL3397554_size_20_001,Inactive,-7
CHEMBL3397554_size_20_002,Inactive,-6.2
CHEMBL3397555_size_20_001,Inactive,-8
CHEMBL3397555_size_20_002,Inactive,-7.8
CHEMBL3397555_size_20_003,Inactive,-7.3
CHEMBL3397556_size_20_001,Inactive,-7.9
CHEMBL3397556_size_20_002,Inactive,-6.8
CHEMBL3397556_size_20_003,Inactive,-6.3
CHEMBL3397557_size_20_001,Inactive,-9.5
CHEMBL3397557_size_20_002,Inactive,-8.9
CHEMBL3397557_size_20_003,Inactive,-8.9
CHEMBL3397557_size_20_004,Inactive,-8.8
CHEMBL3397557_size_20_005,Inactive,-8.3
CHEMBL3397558_size_20_001,Inactive,-9.2
CHEMBL3397558_size_20_002,Inactive,-9.1
CHEMBL3397558_size_20_003,Inactive,-8.5
CHEMBL3397558_size_20_004,Inactive,-7.7
CHEMBL3397559_size_20_001,Inactive,-9.8
CHEMBL3397560_size_20_001,Inactive,-7.5
CHEMBL3397560_size_20_002,Inactive,-7.4
CHEMBL3397560_size_20_003,Inactive,-5.7
CHEMBL3397560_size_20_004,Inactive,-5.6
CHEMBL3397561_size_20_001,Inactive,-8.6
CHEMBL3397561_size_20_002,Inactive,-7.1
CHEMBL3397561_size_20_003,Inactive,-6.9
CHEMBL3397561_size_20_004,Inactive,-5.9
CHEMBL3397562_size_20_001,Inactive,-8.3
CHEMBL3397562_size_20_002,Inactive,-7.6
CHEMBL3397562_size_20_003,Inactive,-6.3
CHEMBL3397562_size_20_004,Inactive,-5.6
CHEMBL3398423_size_20_001,Inactive,-9.5
CHEMBL3398424_size_20_001,Inactive,-9.3
CHEMBL3398424_size_20_002,Inactive,-8.1
CHEMBL3398425_size_20_001,Inactive,-9.4
CHEMBL3398425_size_20_002,Inactive,-7.9
CHEMBL3398426_size_20_001,Inactive,-8.2
CHEMBL3398426_size_20_002,Inactive,-7.2
CHEMBL3398426_size_20_003,Inactive,-6.4
CHEMBL3398426_size_20_004,Inactive,-5.7
CHEMBL3398427_size_20_001,Inactive,-9.9
CHEMBL3398428_size_20_001,Inactive,-7.5
CHEMBL3398428_size_20_002,Inactive,-6.2
CHEMBL3398428_size_20_003,Inactive,-5.5
CHEMBL3398429_size_20_001,Inactive,-9.2
CHEMBL3398429_size_20_002,Inactive,-8.2
CHEMBL3398429_size_20_003,Inactive,-7.6
CHEMBL3398430_size_20_001,Inactive,-8
CHEMBL3398430_size_20_002,Inactive,-7.7
CHEMBL3398430_size_20_003,Inactive,-5.8
CHEMBL3398431_size_20_001,Inactive,-9.8
CHEMBL3398432_size_20_001,Inactive,-9.2
CHEMBL3398433_size_20_001,Inactive,-9.9
CHEMBL3398433_size_20_002,Inactive,-6.9
CHEMBL3398434_size_20_001,Inactive,-9.3
CHEMBL3398435_size_20_001,Inactive,-8.4
CHEMBL3398435_size_20_002,Inactive,-7.1
CHEMBL3398437_size_20_001,Inactive,-9.3
CHEMBL3398437_size_20_002,Inactive,-6.9
CHEMBL3398441_size_20_001,Inactive,-9.5
CHEMBL3398441_size_20_002,Inactive,-7.7
CHEMBL3398441_size_20_003,Inactive,-7.2
CHEMBL3398447_size_20_001,Inactive,-7.2
CHEMBL3398447_size_20_002,Inactive,-7
CHEMBL3398448_size_20_001,Inactive,-10.6
CHEMBL3398448_size_20_002,Inactive,-8.5
CHEMBL3398448_size_20_003,Inactive,-8.2
CHEMBL3398450_size_20_001,Inactive,-10.7
CHEMBL3398450_size_20_002,Inactive,-9.5
CHEMBL3398450_size_20_003,Inactive,-8.9
CHEMBL3398452_size_20_001,Inactive,-12
CHEMBL3398452_size_20_002,Inactive,-10.8
CHEMBL3398453_size_20_001,Inactive,-11.1
CHEMBL3398453_size_20_002,Inactive,-11
CHEMBL3398453_size_20_003,Inactive,-9.6
CHEMBL3398453_size_20_004,Inactive,-9.4
CHEMBL3398454_size_20_001,Inactive,-9.6
CHEMBL3398454_size_20_002,Inactive,-8.8
CHEMBL3398457_size_20_001,Inactive,-10.7
CHEMBL3398464_size_20_001,Inactive,-10.2
CHEMBL3401864_size_20_001,Inactive,-8.1
CHEMBL3401864_size_20_002,Inactive,-6.6
CHEMBL3416764_size_20_001,Inactive,-12.1
CHEMBL3416764_size_20_002,Inactive,-9.2
CHEMBL343210_size_20_001,Inactive,-9.8
CHEMBL343210_size_20_002,Inactive,-7.4
CHEMBL343459_size_20_001,Inactive,-8.9
CHEMBL343459_size_20_002,Inactive,-7.9
CHEMBL343459_size_20_003,Inactive,-6.8
CHEMBL34474_size_20_001,Inactive,-7.9
CHEMBL34474_size_20_002,Inactive,-7.6
CHEMBL34474_size_20_003,Inactive,-5.5
CHEMBL354863_size_20_001,Inactive,-7.6
CHEMBL354863_size_20_002,Inactive,-7.4
CHEMBL354863_size_20_003,Inactive,-7.1
CHEMBL354863_size_20_004,Inactive,-6.8
CHEMBL354863_size_20_005,Inactive,-6.5
CHEMBL354863_size_20_006,Inactive,-5
CHEMBL358325_size_20_001,Inactive,-9.8
CHEMBL358379_size_20_001,Inactive,-7.4
CHEMBL359053_size_20_001,Inactive,-6.8
CHEMBL359053_size_20_002,Inactive,-5.4
CHEMBL359285_size_20_001,Inactive,-8.4
CHEMBL359285_size_20_002,Inactive,-5.7
CHEMBL359548_size_20_001,Inactive,-3.8
CHEMBL359548_size_20_002,Inactive,-2
CHEMBL3597395_size_20_001,Inactive,-7.8
CHEMBL3597400_size_20_001,Inactive,-10.1
CHEMBL3597400_size_20_002,Inactive,-9.9
CHEMBL3597400_size_20_003,Inactive,-9.3
CHEMBL3597400_size_20_004,Inactive,-8.2
CHEMBL3597403_size_20_001,Inactive,-9.4
CHEMBL3597403_size_20_002,Inactive,-9.3
CHEMBL3597403_size_20_003,Inactive,-8.3
CHEMBL3597403_size_20_004,Inactive,-7.9
CHEMBL3597411_size_20_001,Inactive,-6.6
CHEMBL3597411_size_20_002,Inactive,-5.8
CHEMBL3597411_size_20_003,Inactive,-5.7
CHEMBL3597411_size_20_004,Inactive,-3.7
CHEMBL359892_size_20_001,Inactive,-9.1
CHEMBL359892_size_20_002,Inactive,-8.3
CHEMBL359892_size_20_003,Inactive,-7.3
CHEMBL3600934_size_20_001,Inactive,-1
CHEMBL3600934_size_20_002,Inactive,1.8
CHEMBL3601088_size_20_001,Inactive,-7.9
CHEMBL3601090_size_20_001,Inactive,-8.5
CHEMBL3601090_size_20_002,Inactive,-8.4
CHEMBL3601090_size_20_003,Inactive,-8.4
CHEMBL3601091_size_20_001,Inactive,-9
CHEMBL3601091_size_20_002,Inactive,-8
CHEMBL3601092_size_20_001,Inactive,-10.7
CHEMBL3601092_size_20_002,Inactive,-9.9
CHEMBL3601092_size_20_003,Inactive,-8.4
CHEMBL3601094_size_20_001,Inactive,-11.3
CHEMBL3601094_size_20_002,Inactive,-10.2
CHEMBL3601094_size_20_003,Inactive,-10
CHEMBL3601095_size_20_001,Inactive,-8.7
CHEMBL3601095_size_20_002,Inactive,-8.6
CHEMBL3601097_size_20_001,Inactive,-7.7
CHEMBL3601754_size_20_001,Inactive,-7.1
CHEMBL3601755_size_20_001,Inactive,-6.4
CHEMBL3601755_size_20_002,Inactive,-5.2
CHEMBL3601755_size_20_003,Inactive,-4.4
CHEMBL3601875_size_20_001,Inactive,-7.1
CHEMBL3601875_size_20_002,Inactive,-7
CHEMBL3601875_size_20_003,Inactive,-6.8
CHEMBL3601875_size_20_004,Inactive,-6.5
CHEMBL3601875_size_20_005,Inactive,-4.9
CHEMBL360368_size_20_001,Inactive,-9.4
CHEMBL360368_size_20_002,Inactive,-8.2
CHEMBL360368_size_20_003,Inactive,-7.1
CHEMBL360420_size_20_001,Inactive,-8.4
CHEMBL360420_size_20_002,Inactive,-8
CHEMBL360420_size_20_003,Inactive,-7.4
CHEMBL360420_size_20_004,Inactive,-6.2
CHEMBL360919_size_20_001,Inactive,-9
CHEMBL360919_size_20_002,Inactive,-8.1
CHEMBL36268_size_20_001,Inactive,-9
CHEMBL36268_size_20_002,Inactive,-8.6
CHEMBL36268_size_20_003,Inactive,-8.2
CHEMBL36268_size_20_004,Inactive,-7.7
CHEMBL363154_size_20_001,Inactive,-9.8
CHEMBL363154_size_20_002,Inactive,-9
CHEMBL363154_size_20_003,Inactive,-7
CHEMBL363369_size_20_001,Inactive,-5.5
CHEMBL363369_size_20_002,Inactive,-4.5
CHEMBL363369_size_20_003,Inactive,-4.3
CHEMBL363369_size_20_004,Inactive,-3.6
CHEMBL363369_size_20_005,Inactive,-2.9
CHEMBL364254_size_20_001,Inactive,-7.9
CHEMBL364254_size_20_002,Inactive,-7.7
CHEMBL364254_size_20_003,Inactive,-7.5
CHEMBL364254_size_20_004,Inactive,-7
CHEMBL364254_size_20_005,Inactive,-6.6
CHEMBL364254_size_20_006,Inactive,-6.3
CHEMBL364254_size_20_007,Inactive,-5.8
CHEMBL364748_size_20_001,Inactive,-8
CHEMBL364748_size_20_002,Inactive,-7.1
CHEMBL364748_size_20_003,Inactive,-6.8
CHEMBL364748_size_20_004,Inactive,-6.1
CHEMBL364748_size_20_005,Inactive,-5.4
CHEMBL364748_size_20_006,Inactive,-5.2
CHEMBL364900_size_20_001,Inactive,-6.6
CHEMBL366157_size_20_001,Inactive,-7.6
CHEMBL366157_size_20_002,Inactive,-7
CHEMBL366157_size_20_003,Inactive,-6.9
CHEMBL366157_size_20_004,Inactive,-6.3
CHEMBL366157_size_20_005,Inactive,-6.2
CHEMBL366220_size_20_001,Inactive,-6.1
CHEMBL366220_size_20_002,Inactive,-3.9
CHEMBL366220_size_20_003,Inactive,-3.4
CHEMBL368931_size_20_001,Inactive,-9.7
CHEMBL368931_size_20_002,Inactive,-7.3
CHEMBL369890_size_20_001,Inactive,-8.1
CHEMBL369890_size_20_002,Inactive,-7.8
CHEMBL370054_size_20_001,Inactive,-8.4
CHEMBL370054_size_20_002,Inactive,-7.2
CHEMBL37013_size_20_001,Inactive,-9.3
CHEMBL37013_size_20_002,Inactive,-6.5
CHEMBL370152_size_20_001,Inactive,-6.7
CHEMBL370152_size_20_002,Inactive,-5.4
CHEMBL370152_size_20_003,Inactive,-4.4
CHEMBL370374_size_20_001,Inactive,-6.7
CHEMBL370374_size_20_002,Inactive,-6.4
CHEMBL370374_size_20_003,Inactive,-6.2
CHEMBL370374_size_20_004,Inactive,-6
CHEMBL370374_size_20_005,Inactive,-4.9
CHEMBL370407_size_20_001,Inactive,-11.3
CHEMBL370407_size_20_002,Inactive,-8.4
CHEMBL370443_size_20_001,Inactive,0.8
CHEMBL370443_size_20_002,Inactive,1.4
CHEMBL370648_size_20_001,Inactive,-8.2
CHEMBL370648_size_20_002,Inactive,-6.4
CHEMBL371087_size_20_001,Inactive,-8.7
CHEMBL371087_size_20_002,Inactive,-7.3
CHEMBL371091_size_20_001,Inactive,-9.6
CHEMBL371091_size_20_002,Inactive,-7.3
CHEMBL371097_size_20_001,Inactive,-9.4
CHEMBL371097_size_20_002,Inactive,-9
CHEMBL371097_size_20_003,Inactive,-7.7
CHEMBL371097_size_20_004,Inactive,-7.3
CHEMBL371112_size_20_001,Inactive,-5.4
CHEMBL371112_size_20_002,Inactive,-4.9
CHEMBL371112_size_20_003,Inactive,-4.6
CHEMBL371120_size_20_001,Inactive,-10.3
CHEMBL371120_size_20_002,Inactive,-10.1
CHEMBL371120_size_20_003,Inactive,-9
CHEMBL371120_size_20_004,Inactive,-7.5
CHEMBL371320_size_20_001,Inactive,-8.4
CHEMBL371320_size_20_002,Inactive,-7.1
CHEMBL371320_size_20_003,Inactive,-6.9
CHEMBL371320_size_20_004,Inactive,-6.8
CHEMBL371778_size_20_001,Inactive,-6.3
CHEMBL371778_size_20_002,Inactive,-6
CHEMBL371832_size_20_001,Inactive,-5.2
CHEMBL371832_size_20_002,Inactive,-3.9
CHEMBL372091_size_20_001,Inactive,-3.4
CHEMBL372107_size_20_001,Inactive,-6.3
CHEMBL372107_size_20_002,Inactive,-6.1
CHEMBL372412_size_20_001,Inactive,-9.7
CHEMBL372639_size_20_001,Inactive,-6.3
CHEMBL372639_size_20_002,Inactive,-6
CHEMBL372780_size_20_001,Inactive,-2.4
CHEMBL372780_size_20_002,Inactive,-1.8
CHEMBL372850_size_20_001,Inactive,-7.7
CHEMBL372850_size_20_002,Inactive,-7
CHEMBL372850_size_20_003,Inactive,-6.4
CHEMBL372850_size_20_004,Inactive,-5.3
CHEMBL373048_size_20_001,Inactive,-5.3
CHEMBL373048_size_20_002,Inactive,-3.4
CHEMBL373237_size_20_001,Inactive,-3.8
CHEMBL373318_size_20_001,Inactive,-6.7
CHEMBL373318_size_20_002,Inactive,-6.6
CHEMBL373318_size_20_003,Inactive,-6.2
CHEMBL373318_size_20_004,Inactive,-5.8
CHEMBL373430_size_20_001,Inactive,-8.9
CHEMBL373430_size_20_002,Inactive,-7.8
CHEMBL373430_size_20_003,Inactive,-7.3
CHEMBL3734808_size_20_001,Inactive,-9.5
CHEMBL3734808_size_20_002,Inactive,-8.9
CHEMBL3734808_size_20_003,Inactive,-8.5
CHEMBL3734808_size_20_004,Inactive,-7.1
CHEMBL3734886_size_20_001,Inactive,-9.2
CHEMBL3734886_size_20_002,Inactive,-7.9
CHEMBL3734886_size_20_003,Inactive,-6.6
CHEMBL3735292_size_20_001,Inactive,-9
CHEMBL3735292_size_20_002,Inactive,-7.6
CHEMBL373554_size_20_001,Inactive,-8.4
CHEMBL373554_size_20_002,Inactive,-8.4
CHEMBL373554_size_20_003,Inactive,-7.7
CHEMBL373554_size_20_004,Inactive,-6.5
CHEMBL373554_size_20_005,Inactive,-6.1
CHEMBL373554_size_20_006,Inactive,-6
CHEMBL373591_size_20_001,Inactive,-9.5
CHEMBL373591_size_20_002,Inactive,-7.8
CHEMBL373591_size_20_003,Inactive,-6.9
CHEMBL373605_size_20_001,Inactive,-9.4
CHEMBL373605_size_20_002,Inactive,-9
CHEMBL373605_size_20_003,Inactive,-7.9
CHEMBL373785_size_20_001,Inactive,-8.5
CHEMBL373791_size_20_001,Inactive,-9.4
CHEMBL373791_size_20_002,Inactive,-8.1
CHEMBL373791_size_20_003,Inactive,-7.6
CHEMBL373813_size_20_001,Inactive,-9.7
CHEMBL373813_size_20_002,Inactive,-8.4
CHEMBL373813_size_20_003,Inactive,-7.8
CHEMBL373813_size_20_004,Inactive,-7.6
CHEMBL3740002_size_20_001,Inactive,-10.8
CHEMBL3740002_size_20_002,Inactive,-10.6
CHEMBL3740002_size_20_003,Inactive,-10.1
CHEMBL3740264_size_20_001,Inactive,-8.5
CHEMBL3740369_size_20_001,Inactive,-9.5
CHEMBL3740369_size_20_002,Inactive,-8.2
CHEMBL374078_size_20_001,Inactive,-10.3
CHEMBL374078_size_20_002,Inactive,-8.3
CHEMBL374090_size_20_001,Inactive,-10.2
CHEMBL374090_size_20_002,Inactive,-7.9
CHEMBL374234_size_20_001,Inactive,-8.5
CHEMBL374234_size_20_002,Inactive,-7.4
CHEMBL374234_size_20_003,Inactive,-6.6
CHEMBL374323_size_20_001,Inactive,-9.2
CHEMBL374323_size_20_002,Inactive,-9.2
CHEMBL374346_size_20_001,Inactive,-9.2
CHEMBL374346_size_20_002,Inactive,-8.6
CHEMBL374346_size_20_003,Inactive,-8.3
CHEMBL374346_size_20_004,Inactive,-8.1
CHEMBL374346_size_20_005,Inactive,-7.9
CHEMBL374355_size_20_001,Inactive,-6.6
CHEMBL374502_size_20_001,Inactive,-6.4
CHEMBL374502_size_20_002,Inactive,-5.4
CHEMBL374545_size_20_001,Inactive,-10
CHEMBL374545_size_20_002,Inactive,-8.9
CHEMBL374682_size_20_001,Inactive,270.4
CHEMBL374682_size_20_002,Inactive,-10
CHEMBL3746821_size_20_001,Inactive,-8.6
CHEMBL374901_size_20_001,Inactive,-7.8
CHEMBL374901_size_20_002,Inactive,-6.6
CHEMBL374901_size_20_003,Inactive,-6.2
CHEMBL374925_size_20_001,Inactive,-9.9
CHEMBL374925_size_20_002,Inactive,-8.1
CHEMBL374925_size_20_003,Inactive,-7
CHEMBL37495_size_20_001,Inactive,-8.8
CHEMBL37495_size_20_002,Inactive,-7.8
CHEMBL37495_size_20_003,Inactive,-7.7
CHEMBL375072_size_20_001,Inactive,-9.3
CHEMBL375098_size_20_001,Inactive,-8.5
CHEMBL375098_size_20_002,Inactive,-8.3
CHEMBL375098_size_20_003,Inactive,-6.1
CHEMBL3751930_size_20_001,Inactive,-8.8
CHEMBL3751930_size_20_002,Inactive,-7.3
CHEMBL3752362_size_20_001,Inactive,-7.4
CHEMBL3752362_size_20_002,Inactive,-6.5
CHEMBL3752940_size_20_001,Inactive,-8.4
CHEMBL3752940_size_20_002,Inactive,-7.8
CHEMBL3752940_size_20_003,Inactive,-7
CHEMBL3753029_size_20_001,Inactive,-8.5
CHEMBL3753029_size_20_002,Inactive,-7
CHEMBL375373_size_20_001,Inactive,-9.7
CHEMBL375373_size_20_002,Inactive,-9.2
CHEMBL375373_size_20_003,Inactive,-6.8
CHEMBL3753786_size_20_001,Inactive,-9.1
CHEMBL3753786_size_20_002,Inactive,-7.4
CHEMBL3753786_size_20_003,Inactive,-6.6
CHEMBL375427_size_20_001,Inactive,-10.4
